ts	sIP	tcp_sPort	udp_sPort	dIP	tcp_dPort	udp_dPort	ip_len	ip_hdr_len	ip_proto	tcp_flags	tcp_seq	tcp_ack	tls_hostname	dns_hostname	dns_ip	rtp_seq	rtp_payload_type	rtp_ts	rtp_marker	rtp_ext_flag	rtp_ext_len	rtp_padding_len
1652830551.199167868	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277075168	947271973										
1652830551.199178128	192.168.1.236	47172		172.217.14.67	443		52	20	6	0x0010	947271973	277076586										
1652830551.199288774	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277076586	947271973										
1652830551.199299014	192.168.1.236	47172		172.217.14.67	443		52	20	6	0x0010	947271973	277078004										
1652830551.199409790	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0018	277078004	947271973										
1652830551.199427290	192.168.1.236	47172		172.217.14.67	443		52	20	6	0x0010	947271973	277079422										
1652830551.199530084	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277079422	947271973										
1652830551.199539880	192.168.1.236	47172		172.217.14.67	443		52	20	6	0x0010	947271973	277080840										
1652830551.199650434	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277080840	947271973										
1652830551.199665618	192.168.1.236	47172		172.217.14.67	443		52	20	6	0x0010	947271973	277082258										
1652830551.199769191	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277082258	947271973										
1652830551.199891485	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277083676	947271973										
1652830551.200016705	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0018	277085094	947271973										
1652830551.200137332	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277086512	947271973										
1652830551.200190794	172.217.14.67	443		192.168.1.236	47172		687	20	6	0x0018	277087930	947271973										
1652830551.200208275	172.217.14.67	443		192.168.1.236	47172		91	20	6	0x0018	277088565	947271973										
1652830551.200323810	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277088604	947271973										
1652830551.200443882	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277090022	947271973										
1652830551.200467641	172.217.14.67	443		192.168.1.236	47172		229	20	6	0x0018	277091440	947271973										
1652830551.200587768	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277091617	947271973										
1652830551.200709266	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277093035	947271973										
1652830551.200827578	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277094453	947271973										
1652830551.200947317	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0018	277095871	947271973										
1652830551.201066185	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277097289	947271973										
1652830551.201188016	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0018	277098707	947271973										
1652830551.201348328	192.168.1.236	47172		172.217.14.67	443		52	20	6	0x0010	947271973	277100125										
1652830551.202022278	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0010	277100125	947271973										
1652830551.202092147	192.168.1.236	47172		172.217.14.67	443		52	20	6	0x0010	947271973	277101543										
1652830551.202136332	172.217.14.67	443		192.168.1.236	47172		1470	20	6	0x0018	277101543	947271973										
1652830551.202136684	172.217.14.67	443		192.168.1.236	47172		171	20	6	0x0018	277102961	947271973										
1652830551.202146646	192.168.1.236	47172		172.217.14.67	443		52	20	6	0x0010	947271973	277102961										
1652830551.213044703	192.168.1.236	47172		172.217.14.67	443		52	20	6	0x0010	947271973	277103080										
1652830551.218615267	192.168.1.236	47172		172.217.14.67	443		91	20	6	0x0018	947271973	277103080										
1652830551.222942779																						
1652830551.226636766	172.217.14.67	443		192.168.1.236	47172		52	20	6	0x0010	277103080	947272012										
1652830551.235023314	193.201.166.129			192.168.1.236			84	20	1													
1652830551.302688298	192.168.1.236			193.201.166.129			84	20	1													
1652830551.485905136	193.201.166.129			192.168.1.236			84	20	1													
1652830551.553592916	192.168.1.236			193.201.166.129			84	20	1													
1652830551.736982584	193.201.166.129			192.168.1.236			84	20	1													
1652830551.757472297	192.168.1.236			77.67.119.129			84	20	1													
1652830551.896063556	77.67.119.129			192.168.1.236			84	20	1													
1652830551.939503860	192.168.1.236		50106	142.250.72.173		443	1278	20	17													
1652830551.944323549	142.250.72.173		443	192.168.1.236		50106	1278	20	17													
1652830551.948966944	192.168.1.236		50106	142.250.72.173		443	1278	20	17													
1652830551.951345437	142.250.72.173		443	192.168.1.236		50106	1278	20	17													
1652830551.951407751	142.250.72.173		443	192.168.1.236		50106	1278	20	17													
1652830551.952258790	192.168.1.236		50106	142.250.72.173		443	69	20	17													
1652830551.952449342	142.250.72.173		443	192.168.1.236		50106	1278	20	17													
1652830551.952509730	142.250.72.173		443	192.168.1.236		50106	808	20	17													
1652830551.955739578	192.168.1.236		50106	142.250.72.173		443	69	20	17													
1652830551.970379843	192.168.1.236		50106	142.250.72.173		443	69	20	17													
1652830551.973441564	142.250.72.173		443	192.168.1.236		50106	69	20	17													
1652830551.980883722	192.168.1.236		50106	142.250.72.173		443	111	20	17													
1652830551.981587431	192.168.1.236		50106	142.250.72.173		443	97	20	17													
1652830551.983748613	192.168.1.236		50106	142.250.72.173		443	439	20	17													
1652830551.984323899	142.250.72.173		443	192.168.1.236		50106	868	20	17													
1652830551.984327102	142.250.72.173		443	192.168.1.236		50106	121	20	17													
1652830551.987116161	142.250.72.173		443	192.168.1.236		50106	232	20	17													
1652830551.987121772	142.250.72.173		443	192.168.1.236		50106	53	20	17													
1652830551.989248011	192.168.1.236		50106	142.250.72.173		443	61	20	17													
1652830551.989644837	192.168.1.236		50106	142.250.72.173		443	61	20	17													
1652830551.990368064	192.168.1.236		50106	142.250.72.173		443	65	20	17													
1652830551.990663003	192.168.1.236		50106	142.250.72.173		443	61	20	17													
1652830552.007703927	192.168.1.236			77.67.119.129			84	20	1													
1652830552.008272732																						
1652830552.018460042	142.250.72.173		443	192.168.1.236		50106	53	20	17													
1652830552.146233540	77.67.119.129			192.168.1.236			84	20	1													
1652830552.154550256																						
1652830552.201603641																						
1652830552.258772561	192.168.1.236			77.67.119.129			84	20	1													
1652830552.397364710	77.67.119.129			192.168.1.236			84	20	1													
1652830552.509100690	192.168.1.236			77.67.119.129			84	20	1													
1652830552.647777911	77.67.119.129			192.168.1.236			84	20	1													
1652830552.759438227	192.168.1.236			77.67.119.129			84	20	1													
1652830552.897966154	77.67.119.129			192.168.1.236			84	20	1													
1652830553.010607229	192.168.1.236			77.67.119.129			84	20	1													
1652830553.149165230	77.67.119.129			192.168.1.236			84	20	1													
1652830553.261706362	192.168.1.236			77.67.119.129			84	20	1													
1652830553.400269567	77.67.119.129			192.168.1.236			84	20	1													
1652830553.491845755	192.168.1.236		50106	142.250.72.173		443	1274	20	17													
1652830553.492066529	192.168.1.236		50106	142.250.72.173		443	884	20	17													
1652830553.495229693	142.250.72.173		443	192.168.1.236		50106	55	20	17													
1652830553.512885198	192.168.1.236			77.67.119.129			84	20	1													
1652830553.520955419	142.250.72.173		443	192.168.1.236		50106	53	20	17													
1652830553.521053602	192.168.1.236		50106	142.250.72.173		443	61	20	17													
1652830553.651434496	77.67.119.129			192.168.1.236			84	20	1													
1652830553.763350362	192.168.1.236			77.67.119.129			84	20	1													
1652830553.901859271	77.67.119.129			192.168.1.236			84	20	1													
1652830554.014373515	192.168.1.236			77.67.119.129			84	20	1													
1652830554.149823055	142.250.72.173		443	192.168.1.236		50106	897	20	17													
1652830554.149927072	142.250.72.173		443	192.168.1.236		50106	431	20	17													
1652830554.150556579	192.168.1.236		50106	142.250.72.173		443	63	20	17													
1652830554.152984700	77.67.119.129			192.168.1.236			84	20	1													
1652830554.155427600	192.168.1.236		50106	142.250.72.173		443	70	20	17													
1652830554.158417581	142.250.72.173		443	192.168.1.236		50106	53	20	17													
1652830554.158678724	192.168.1.236		50106	142.250.72.173		443	308	20	17													
1652830554.161870628	142.250.72.173		443	192.168.1.236		50106	55	20	17													
1652830554.171944830	192.168.1.236			195.89.146.193			84	20	1													
1652830554.188013976	192.168.1.236		50106	142.250.72.173		443	61	20	17													
1652830554.205898570																						
1652830554.250276153	142.250.72.173		443	192.168.1.236		50106	301	20	17													
1652830554.250371411	142.250.72.173		443	192.168.1.236		50106	712	20	17													
1652830554.251013806	192.168.1.236		50106	142.250.72.173		443	63	20	17													
1652830554.252737255	142.250.72.173		443	192.168.1.236		50106	1273	20	17													
1652830554.252797717	142.250.72.173		443	192.168.1.236		50106	880	20	17													
1652830554.254038102	142.250.72.173		443	192.168.1.236		50106	1273	20	17													
1652830554.254113600	142.250.72.173		443	192.168.1.236		50106	1278	20	17													
1652830554.254222228	142.250.72.173		443	192.168.1.236		50106	1278	20	17													
1652830554.254257727	142.250.72.173		443	192.168.1.236		50106	472	20	17													
1652830554.254280634	142.250.72.173		443	192.168.1.236		50106	53	20	17													
1652830554.254363244	142.250.72.173		443	192.168.1.236		50106	1147	20	17													
1652830554.254465612	142.250.72.173		443	192.168.1.236		50106	1273	20	17													
1652830554.254489316	142.250.72.173		443	192.168.1.236		50106	201	20	17													
1652830554.258479982	192.168.1.236		50106	142.250.72.173		443	61	20	17													
1652830554.258906659	192.168.1.236		50106	142.250.72.173		443	61	20	17													
1652830554.259277208	192.168.1.236		50106	142.250.72.173		443	61	20	17													
1652830554.259733033	192.168.1.236		50106	142.250.72.173		443	61	20	17													
1652830554.260064231	192.168.1.236		50106	142.250.72.173		443	61	20	17													
1652830554.273484667	142.250.72.173		443	192.168.1.236		50106	1273	20	17													
1652830554.273547739	142.250.72.173		443	192.168.1.236		50106	1278	20	17													
1652830554.273627516	142.250.72.173		443	192.168.1.236		50106	942	20	17													
1652830554.276937751	142.250.72.173		443	192.168.1.236		50106	62	20	17													
1652830554.277539036	142.250.72.173		443	192.168.1.236		50106	183	20	17													
1652830554.303853751	192.168.1.236		50106	142.250.72.173		443	61	20	17													
1652830554.304113820	192.168.1.236		50106	142.250.72.173		443	61	20	17													
1652830554.328992247	195.89.146.193			192.168.1.236			84	20	1													
1652830554.330737103	192.168.1.236		50106	142.250.72.173		443	61	20	17													
1652830554.349909747	192.168.1.236		58518	142.250.68.99		443	430	20	17													
1652830554.353426386	142.250.68.99		443	192.168.1.236		58518	55	20	17													
1652830554.355070485	142.250.68.99		443	192.168.1.236		58518	1274	20	17													
1652830554.355149669	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.355252389	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.355360220	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.355466144	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.355594494	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.355683159	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.355782564	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.355886692	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.355990690	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.356096614	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.356201316	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.356306277	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.356332795	142.250.68.99		443	192.168.1.236		58518	351	20	17													
1652830554.356844100	192.168.1.236		58518	142.250.68.99		443	63	20	17													
1652830554.357193001	192.168.1.236		58518	142.250.68.99		443	61	20	17													
1652830554.357451811	192.168.1.236		58518	142.250.68.99		443	61	20	17													
1652830554.357702566	192.168.1.236		58518	142.250.68.99		443	61	20	17													
1652830554.357958950	192.168.1.236		58518	142.250.68.99		443	61	20	17													
1652830554.358204612	192.168.1.236		58518	142.250.68.99		443	61	20	17													
1652830554.358447533	192.168.1.236		58518	142.250.68.99		443	61	20	17													
1652830554.372399089	192.168.1.236		58518	142.250.68.99		443	207	20	17													
1652830554.375525753	142.250.68.99		443	192.168.1.236		58518	55	20	17													
1652830554.377196352	142.250.68.99		443	192.168.1.236		58518	1274	20	17													
1652830554.377287887	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.377311220	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.377423292	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.377545234	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.377631196	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.377735842	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.377841192	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.377948319	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.378050540	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.378156982	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.378274276	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.378366737	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.378470384	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.378585770	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.378680454	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.378790285	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.379262647	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.379336108	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.379416311	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.379520772	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.379623103	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.379725731	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.379829840	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.379938042	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.380044632	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.380129260	142.250.68.99		443	192.168.1.236		58518	1062	20	17													
1652830554.380237277	142.250.68.99		443	192.168.1.236		58518	1271	20	17													
1652830554.380339867	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.380400403	192.168.1.236		58518	142.250.68.99		443	63	20	17													
1652830554.380442032	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.380558697	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.380656084	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.380762267	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.380866950	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.380975319	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.381117112	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.381195981	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.381291998	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.381398459	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.381791933	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.381871061	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.381983615	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.382085354	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.382200796	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.382291294	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.382398144	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.382501790	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
1652830554.383098557	142.250.68.99		443	192.168.1.236		58518	1278	20	17													
