ts	sIP	tcp_sPort	udp_sPort	dIP	tcp_dPort	udp_dPort	ip_len	ip_proto	tcp_flags	tcp_seq	tcp_ack	tls_hostname	dns_hostname	dns_ip
1651792617.652904000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.652904000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655788000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655791000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655890000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655890000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655890000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655890000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655891000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655891000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655891000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655953000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655953000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655953000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655953000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655954000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655954000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.655984000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.657489000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.657491000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.657613000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.657613000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.657613000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.657613000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.657613000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.657614000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.657614000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.657614000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.657658000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.657658000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.659592000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.659595000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.659780000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.659781000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.659782000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.659782000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.659782000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.659782000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.659782000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.659782000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.659838000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.659838000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.662129000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.662138000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.662374000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.662376000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.662376000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.662376000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.662376000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.662376000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.662377000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.662377000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.662444000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.662445000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.664082000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.664085000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.664172000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.664173000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.664173000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.664173000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.664173000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.664173000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.664218000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.664218000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.664218000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.664218000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.665787000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.665790000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.665887000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.665887000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.665888000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.665888000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.665888000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.665888000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.665888000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.665930000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.665930000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.665931000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.668348000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.668351000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.668444000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.668444000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.668445000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.668445000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.668445000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.668445000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.668445000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.668488000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.668488000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.668488000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.670080000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.670083000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.670193000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.670193000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.670193000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.670193000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.670193000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.670194000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.670194000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.670194000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.670231000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.670232000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.672336000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.672344000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.672344000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.672344000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.672345000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.672619000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.672621000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.672621000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.672621000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.672621000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.672621000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.672621000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.674401000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.674405000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.674507000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.674507000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.674507000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.674507000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.674507000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.674507000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.674507000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.674555000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.674555000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.674555000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.676524000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.676527000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.676616000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.676616000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.676616000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.676617000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.676617000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.676617000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.676617000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.676661000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.676661000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.676661000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.678560000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.678563000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.678638000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.678639000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.678639000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.678639000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.678639000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.678639000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.678693000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.678694000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.678694000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.678694000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.680581000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.680584000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.680658000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.680658000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.680659000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.680659000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.680659000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.680659000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.680705000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.680706000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.680706000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.680706000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.682140000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.682212000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.682212000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.682212000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.682212000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.682213000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.682250000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.682251000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.682251000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.682251000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.682276000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.682276000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.684161000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.684164000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.684245000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.684245000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.684245000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.684245000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.684245000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.684245000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.685900000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.685902000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.685976000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.685976000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.685976000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.685976000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.685977000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.685977000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.686018000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.686018000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.686018000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.686018000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.688082000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.688085000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.688187000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.688187000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.688188000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.688188000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.688188000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.688188000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.688188000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.688232000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.688233000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.688233000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.690228000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.690233000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.690451000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.690452000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.690452000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.690453000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.690453000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.690453000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.690453000	198.189.66.16		443	192.168.1.138		50222	1385	17						
